1440,1530,15,2,21,0,34609
1450,1540,40199,2,21,0,34609
1470,1560,15,2,21,0,34609
1480,1570,40199,2,21,0,34609
1500,1590,15,2,21,0,34609
1510,1600,40199,2,21,0,34609
1530,1620,15,2,21,0,34609
1540,1630,40199,2,21,0,34609
1560,1650,15,2,21,0,34609
1570,1660,40199,2,21,0,34609
1590,1680,15,2,21,0,34609
1600,1690,40199,2,21,0,34609
1890,1980,1,0,29,0,47624
1888,1978,5125,0,29,0,47624
1918,2008,5125,0,29,0,47624
1920,2010,1,0,29,0,47624
1950,2040,1,0,29,0,47624
1948,2038,5125,0,29,0,47624
1981,2071,50180,1,56,1,90758
1980,2070,6,1,56,1,90758
1980,2070,1,0,29,0,47624
1978,2068,5125,0,29,0,47624
2011,2101,50180,1,56,1,90758
2010,2100,6,1,56,1,90758
2010,2100,1,0,29,0,47624
2008,2098,5125,0,29,0,47624
2040,2130,6,1,56,1,90758
2040,2130,1,0,29,0,47624
2038,2128,5125,0,29,0,47624
2040,2130,26,2,72,0,116939
2041,2131,50180,1,56,1,90758
2042,2132,70164,2,72,0,116939
2070,2160,26,2,72,0,116939
2068,2158,5125,0,29,0,47624
2070,2160,1,0,29,0,47624
2071,2161,50180,1,56,1,90758
2072,2162,70164,2,72,0,116939
2070,2160,6,1,56,1,90758
2098,2188,5125,0,29,0,47624
2100,2190,6,1,56,1,90758
2100,2190,26,2,72,0,116939
2100,2190,1,0,29,0,47624
2101,2191,50180,1,56,1,90758
2102,2192,70164,2,72,0,116939
2130,2220,26,2,72,0,116939
2128,2218,5125,0,29,0,47624
2130,2220,1,0,29,0,47624
2131,2221,50180,1,56,1,90758
2132,2222,70164,2,72,0,116939
2130,2220,6,1,56,1,90758
2158,2248,5125,0,29,0,47624
2160,2250,26,2,72,0,116939
2160,2250,1,0,29,0,47624
2160,2250,6,1,56,1,90758
2161,2251,50180,1,56,1,90758
2162,2252,70164,2,72,0,116939
2188,2278,5125,0,29,0,47624
2190,2280,26,2,72,0,116939
2190,2280,1,0,29,0,47624
2190,2280,6,1,56,1,90758
2191,2281,50180,1,56,1,90758
2192,2282,70164,2,72,0,116939
2218,2308,5125,0,29,0,47624
2220,2310,26,2,72,0,116939
2220,2310,1,0,29,0,47624
2220,2310,6,1,56,1,90758
2221,2311,50180,1,56,1,90758
2222,2312,70164,2,72,0,116939
2251,2341,50180,1,56,1,90758
2252,2342,70164,2,72,0,116939
2248,2338,5125,0,29,0,47624
2250,2340,26,2,72,0,116939
2250,2340,1,0,29,0,47624
2250,2340,6,1,56,1,90758
2281,2371,50180,1,56,1,90758
2282,2372,70164,2,72,0,116939
2280,2370,26,2,72,0,116939
2278,2368,5125,0,29,0,47624
2280,2370,1,0,29,0,47624
2280,2370,6,1,56,1,90758
2311,2401,50180,1,56,1,90758
2312,2402,70164,2,72,0,116939
2310,2400,26,2,72,0,116939
2308,2398,5125,0,29,0,47624
2310,2400,1,0,29,0,47624
2310,2400,6,1,56,1,90758
2342,2432,70164,2,72,0,116939
2338,2428,5125,0,29,0,47624
2340,2430,26,2,72,0,116939
2340,2430,1,0,29,0,47624
2372,2462,70164,2,72,0,116939
2368,2458,5125,0,29,0,47624
2370,2460,26,2,72,0,116939
2370,2460,1,0,29,0,47624
2402,2492,70164,2,72,0,116939
2400,2490,26,2,72,0,116939
2398,2488,5125,0,29,0,47624
2400,2490,1,0,29,0,47624
2432,2522,70164,2,72,0,116939
2430,2520,26,2,72,0,116939
2428,2518,5125,0,29,0,47624
2430,2520,1,0,29,0,47624
2462,2552,70164,2,72,0,116939
2458,2548,5125,0,29,0,47624
2460,2550,26,2,72,0,116939
2460,2550,1,0,29,0,47624
2488,2578,5125,0,29,0,47624
2490,2580,1,0,29,0,47624
2490,2580,26,2,72,0,116939
2492,2582,70164,2,72,0,116939
2518,2608,5125,0,29,0,47624
2520,2610,1,0,29,0,47624
2520,2610,26,2,72,0,116939
2522,2612,70164,2,72,0,116939
2552,2642,70164,2,72,0,116939
2548,2638,5125,0,29,0,47624
2550,2640,1,0,29,0,47624
2550,2640,26,2,72,0,116939
2582,2672,70164,2,72,0,116939
2578,2668,5125,0,29,0,47624
2580,2670,1,0,29,0,47624
2580,2670,26,2,72,0,116939
2612,2702,70164,2,72,0,116939
2610,2700,26,2,72,0,116939
2642,2732,70164,2,72,0,116939
2640,2730,26,2,72,0,116939
2672,2762,70164,2,72,0,116939
2670,2760,26,2,72,0,116939
2702,2792,70164,2,72,0,116939
2700,2790,26,2,72,0,116939
2730,2820,26,2,72,0,116939
2732,2822,70164,2,72,0,116939
2760,2850,26,2,72,0,116939
2762,2852,70164,2,72,0,116939
2790,2880,26,2,72,0,116939
2792,2882,70164,2,72,0,116939
2820,2910,26,2,72,0,116939
2822,2912,70164,2,72,0,116939
3179,3269,88576,0,79,0,127810
3180,3270,17,0,79,0,127810
3209,3299,88576,0,79,0,127810
3210,3300,17,0,79,0,127810
3240,3330,17,0,79,0,127810
3239,3329,88576,0,79,0,127810
3270,3360,17,0,79,0,127810
3269,3359,88576,0,79,0,127810
3300,3390,17,0,79,0,127810
3299,3389,88576,0,79,0,127810
3330,3420,17,0,79,0,127810
3329,3419,88576,0,79,0,127810
3331,3421,89,1,17,1,27806
3337,3427,237579,1,17,1,27806
3359,3449,88576,0,79,0,127810
3360,3450,17,0,79,0,127810
3361,3451,89,1,17,1,27806
3367,3457,237579,1,17,1,27806
3389,3479,88576,0,79,0,127810
3390,3480,17,0,79,0,127810
3397,3487,237579,1,17,1,27806
3391,3481,89,1,17,1,27806
3419,3509,88576,0,79,0,127810
3420,3510,17,0,79,0,127810
3427,3517,237579,1,17,1,27806
3421,3511,89,1,17,1,27806
3457,3547,237579,1,17,1,27806
3451,3541,89,1,17,1,27806
3450,3540,17,0,79,0,127810
3449,3539,88576,0,79,0,127810
3480,3570,17,0,79,0,127810
3479,3569,88576,0,79,0,127810
3487,3577,237579,1,17,1,27806
3481,3571,89,1,17,1,27806
3510,3600,17,0,79,0,127810
3509,3599,88576,0,79,0,127810
3517,3607,237579,1,17,1,27806
3511,3601,89,1,17,1,27806
3540,3630,17,0,79,0,127810
3539,3629,88576,0,79,0,127810
3547,3637,237579,1,17,1,27806
3541,3631,89,1,17,1,27806
3570,3660,17,0,79,0,127810
3569,3659,88576,0,79,0,127810
3571,3661,89,1,17,1,27806
3577,3667,237579,1,17,1,27806
3600,3690,17,0,79,0,127810
3599,3689,88576,0,79,0,127810
3601,3691,89,1,17,1,27806
3607,3697,237579,1,17,1,27806
3630,3720,17,0,79,0,127810
3629,3719,88576,0,79,0,127810
3631,3721,89,1,17,1,27806
3637,3727,237579,1,17,1,27806
3660,3750,17,0,79,0,127810
3659,3749,88576,0,79,0,127810
3661,3751,89,1,17,1,27806
3667,3757,237579,1,17,1,27806
3691,3781,89,1,17,1,27806
3690,3780,17,0,79,0,127810
3689,3779,88576,0,79,0,127810
3697,3787,237579,1,17,1,27806
3720,3810,17,0,79,0,127810
3719,3809,88576,0,79,0,127810
3721,3811,89,1,17,1,27806
3727,3817,237579,1,17,1,27806
3750,3840,17,0,79,0,127810
3749,3839,88576,0,79,0,127810
3757,3847,237579,1,17,1,27806
3751,3841,89,1,17,1,27806
3768,3858,260614,2,76,0,123810
3781,3871,89,1,17,1,27806
3780,3870,17,0,79,0,127810
3779,3869,88576,0,79,0,127810
3780,3870,43,2,76,0,123810
3787,3877,237579,1,17,1,27806
3798,3888,260614,2,76,0,123810
3817,3907,237579,1,17,1,27806
3811,3901,89,1,17,1,27806
3810,3900,17,0,79,0,127810
3809,3899,88576,0,79,0,127810
3810,3900,43,2,76,0,123810
3828,3918,260614,2,76,0,123810
3847,3937,237579,1,17,1,27806
3841,3931,89,1,17,1,27806
3840,3930,17,0,79,0,127810
3839,3929,88576,0,79,0,127810
3840,3930,43,2,76,0,123810
3858,3948,260614,2,76,0,123810
3877,3967,237579,1,17,1,27806
3871,3961,89,1,17,1,27806
3870,3960,43,2,76,0,123810
3888,3978,260614,2,76,0,123810
3907,3997,237579,1,17,1,27806
3901,3991,89,1,17,1,27806
3900,3990,43,2,76,0,123810
3918,4008,260614,2,76,0,123810
3930,4020,43,2,76,0,123810
3937,4027,237579,1,17,1,27806
3931,4021,89,1,17,1,27806
3948,4038,260614,2,76,0,123810
3961,4051,89,1,17,1,27806
3960,4050,43,2,76,0,123810
3967,4057,237579,1,17,1,27806
3978,4068,260614,2,76,0,123810
4749,4839,213516,0,86,0,139850
4752,4842,743,0,86,0,139850
4782,4872,743,0,86,0,139850
4779,4869,213516,0,86,0,139850
4804,4894,364066,2,4,1,6642
4803,4893,201,2,4,1,6642
4809,4899,213516,0,86,0,139850
4812,4902,743,0,86,0,139850
4834,4924,364066,2,4,1,6642
4833,4923,201,2,4,1,6642
4839,4929,213516,0,86,0,139850
4837,4927,462,1,95,0,153371
4836,4926,13318,1,95,0,153371
4842,4932,743,0,86,0,139850
4864,4954,364066,2,4,1,6642
4863,4953,201,2,4,1,6642
4866,4956,13318,1,95,0,153371
4869,4959,213516,0,86,0,139850
4867,4957,462,1,95,0,153371
4872,4962,743,0,86,0,139850
4894,4984,364066,2,4,1,6642
4897,4987,462,1,95,0,153371
4893,4983,201,2,4,1,6642
4896,4986,13318,1,95,0,153371
4899,4989,213516,0,86,0,139850
4902,4992,743,0,86,0,139850
4924,5014,364066,2,4,1,6642
4927,5017,462,1,95,0,153371
4923,5013,201,2,4,1,6642
4926,5016,13318,1,95,0,153371
4929,5019,213516,0,86,0,139850
4932,5022,743,0,86,0,139850
4954,5044,364066,2,4,1,6642
4953,5043,201,2,4,1,6642
4956,5046,13318,1,95,0,153371
4962,5052,743,0,86,0,139850
4959,5049,213516,0,86,0,139850
4957,5047,462,1,95,0,153371
4984,5074,364066,2,4,1,6642
4987,5077,462,1,95,0,153371
4983,5073,201,2,4,1,6642
4986,5076,13318,1,95,0,153371
4989,5079,213516,0,86,0,139850
4992,5082,743,0,86,0,139850
5019,5109,213516,0,86,0,139850
5013,5103,201,2,4,1,6642
5016,5106,13318,1,95,0,153371
5014,5104,364066,2,4,1,6642
5017,5107,462,1,95,0,153371
5022,5112,743,0,86,0,139850
5047,5137,462,1,95,0,153371
5046,5136,13318,1,95,0,153371
5049,5139,213516,0,86,0,139850
5052,5142,743,0,86,0,139850
5077,5167,462,1,95,0,153371
5076,5166,13318,1,95,0,153371
5082,5172,743,0,86,0,139850
5079,5169,213516,0,86,0,139850
5107,5197,462,1,95,0,153371
5106,5196,13318,1,95,0,153371
5109,5199,213516,0,86,0,139850
5112,5202,743,0,86,0,139850
5137,5227,462,1,95,0,153371
5136,5226,13318,1,95,0,153371
5139,5229,213516,0,86,0,139850
5167,5257,462,1,95,0,153371
5166,5256,13318,1,95,0,153371
5197,5287,462,1,95,0,153371
5196,5286,13318,1,95,0,153371
5227,5317,462,1,95,0,153371
5226,5316,13318,1,95,0,153371
5257,5347,462,1,95,0,153371
5256,5346,13318,1,95,0,153371
5568,5658,1132,0,85,0,136979
5574,5664,286721,0,85,0,136979
5598,5688,1132,0,85,0,136979
5604,5694,286721,0,85,0,136979
5628,5718,1132,0,85,0,136979
5634,5724,286721,0,85,0,136979
5664,5754,286721,0,85,0,136979
5658,5748,1132,0,85,0,136979
5694,5784,286721,0,85,0,136979
5688,5778,1132,0,85,0,136979
5706,5796,427,2,85,0,137871
5707,5797,18440,2,85,0,137871
5724,5814,286721,0,85,0,136979
5718,5808,1132,0,85,0,136979
5736,5826,427,2,85,0,137871
5737,5827,18440,2,85,0,137871
5748,5838,1132,0,85,0,136979
5754,5844,286721,0,85,0,136979
5766,5856,427,2,85,0,137871
5767,5857,18440,2,85,0,137871
5778,5868,1132,0,85,0,136979
5784,5874,286721,0,85,0,136979
5797,5887,18440,2,85,0,137871
5796,5886,427,2,85,0,137871
5808,5898,1132,0,85,0,136979
5814,5904,286721,0,85,0,136979
5827,5917,18440,2,85,0,137871
5826,5916,427,2,85,0,137871
5838,5928,1132,0,85,0,136979
5844,5934,286721,0,85,0,136979
5857,5947,18440,2,85,0,137871
5856,5946,427,2,85,0,137871
5868,5958,1132,0,85,0,136979
5886,5976,427,2,85,0,137871
5874,5964,286721,0,85,0,136979
5887,5977,18440,2,85,0,137871
5898,5988,1132,0,85,0,136979
5904,5994,286721,0,85,0,136979
5917,6007,18440,2,85,0,137871
5916,6006,427,2,85,0,137871
5934,6024,286721,0,85,0,136979
5928,6018,1132,0,85,0,136979
5947,6037,18440,2,85,0,137871
5946,6036,427,2,85,0,137871
5964,6054,286721,0,85,0,136979
5958,6048,1132,0,85,0,136979
5977,6067,18440,2,85,0,137871
5976,6066,427,2,85,0,137871
6007,6097,18440,2,85,0,137871
6006,6096,427,2,85,0,137871
6037,6127,18440,2,85,0,137871
6036,6126,427,2,85,0,137871
6066,6156,427,2,85,0,137871
6067,6157,18440,2,85,0,137871
6096,6186,427,2,85,0,137871
6097,6187,18440,2,85,0,137871
6109,6199,543241,1,7,1,11531
6112,6202,1342,1,7,1,11531
6126,6216,427,2,85,0,137871
6127,6217,18440,2,85,0,137871
6139,6229,543241,1,7,1,11531
6142,6232,1342,1,7,1,11531
6172,6262,1342,1,7,1,11531
6169,6259,543241,1,7,1,11531
6199,6289,543241,1,7,1,11531
6202,6292,1342,1,7,1,11531
6229,6319,543241,1,7,1,11531
6232,6322,1342,1,7,1,11531
6262,6352,1342,1,7,1,11531
6259,6349,543241,1,7,1,11531
6292,6382,1342,1,7,1,11531
6289,6379,543241,1,7,1,11531
6322,6412,1342,1,7,1,11531
6319,6409,543241,1,7,1,11531
6352,6442,1342,1,7,1,11531
6349,6439,543241,1,7,1,11531
6382,6472,1342,1,7,1,11531
6379,6469,543241,1,7,1,11531
6412,6502,1342,1,7,1,11531
6409,6499,543241,1,7,1,11531
6439,6529,543241,1,7,1,11531
6442,6532,1342,1,7,1,11531
6472,6562,1342,1,7,1,11531
6469,6559,543241,1,7,1,11531
6529,6619,1155,2,91,0,146864
6529,6619,564232,2,91,0,146864
6559,6649,1155,2,91,0,146864
6559,6649,564232,2,91,0,146864
6589,6679,1155,2,91,0,146864
6589,6679,564232,2,91,0,146864
6619,6709,1155,2,91,0,146864
6619,6709,564232,2,91,0,146864
6649,6739,1155,2,91,0,146864
6649,6739,564232,2,91,0,146864
6667,6757,629257,0,6,1,10969
6682,6772,1355,0,6,1,10969
6679,6769,1155,2,91,0,146864
6679,6769,564232,2,91,0,146864
6697,6787,629257,0,6,1,10969
6712,6802,1355,0,6,1,10969
6709,6799,1155,2,91,0,146864
6709,6799,564232,2,91,0,146864
6727,6817,629257,0,6,1,10969
6739,6829,1155,2,91,0,146864
6739,6829,564232,2,91,0,146864
6742,6832,1355,0,6,1,10969
6757,6847,629257,0,6,1,10969
6769,6859,1155,2,91,0,146864
6769,6859,564232,2,91,0,146864
6772,6862,1355,0,6,1,10969
6787,6877,629257,0,6,1,10969
6799,6889,1155,2,91,0,146864
6799,6889,564232,2,91,0,146864
6802,6892,1355,0,6,1,10969
6817,6907,629257,0,6,1,10969
6832,6922,1355,0,6,1,10969
6829,6919,1155,2,91,0,146864
6829,6919,564232,2,91,0,146864
6847,6937,629257,0,6,1,10969
6862,6952,1355,0,6,1,10969
6859,6949,1155,2,91,0,146864
6859,6949,564232,2,91,0,146864
6877,6967,629257,0,6,1,10969
6892,6982,1355,0,6,1,10969
6889,6979,1155,2,91,0,146864
6889,6979,564232,2,91,0,146864
6907,6997,629257,0,6,1,10969
6919,7009,1155,2,91,0,146864
6919,7009,564232,2,91,0,146864
6922,7012,1355,0,6,1,10969
6937,7027,629257,0,6,1,10969
6952,7042,1355,0,6,1,10969
6949,7039,1155,2,91,0,146864
6949,7039,564232,2,91,0,146864
6967,7057,629257,0,6,1,10969
6979,7069,1155,2,91,0,146864
6979,7069,564232,2,91,0,146864
6982,7072,1355,0,6,1,10969
6997,7087,629257,0,6,1,10969
6999,7089,5758,1,97,0,156292
7012,7102,1355,0,6,1,10969
7008,7098,358919,1,97,0,156292
7009,7099,1155,2,91,0,146864
7009,7099,564232,2,91,0,146864
7029,7119,5758,1,97,0,156292
7027,7117,629257,0,6,1,10969
7038,7128,358919,1,97,0,156292
7042,7132,1355,0,6,1,10969
7039,7129,1155,2,91,0,146864
7039,7129,564232,2,91,0,146864
7057,7147,629257,0,6,1,10969
7059,7149,5758,1,97,0,156292
7068,7158,358919,1,97,0,156292
7072,7162,1355,0,6,1,10969
7069,7159,1155,2,91,0,146864
7069,7159,564232,2,91,0,146864
7087,7177,629257,0,6,1,10969
7089,7179,5758,1,97,0,156292
7102,7192,1355,0,6,1,10969
7098,7188,358919,1,97,0,156292
7099,7189,1155,2,91,0,146864
7099,7189,564232,2,91,0,146864
7119,7209,5758,1,97,0,156292
7117,7207,629257,0,6,1,10969
7128,7218,358919,1,97,0,156292
7129,7219,1155,2,91,0,146864
7129,7219,564232,2,91,0,146864
7132,7222,1355,0,6,1,10969
7147,7237,629257,0,6,1,10969
7149,7239,5758,1,97,0,156292
7159,7249,1155,2,91,0,146864
7159,7249,564232,2,91,0,146864
7158,7248,358919,1,97,0,156292
7162,7252,1355,0,6,1,10969
7177,7267,629257,0,6,1,10969
7179,7269,5758,1,97,0,156292
7192,7282,1355,0,6,1,10969
7189,7279,1155,2,91,0,146864
7189,7279,564232,2,91,0,146864
7188,7278,358919,1,97,0,156292
7207,7297,629257,0,6,1,10969
7222,7312,1355,0,6,1,10969
7219,7309,1155,2,91,0,146864
7219,7309,564232,2,91,0,146864
7237,7327,629257,0,6,1,10969
7249,7339,1155,2,91,0,146864
7249,7339,564232,2,91,0,146864
7252,7342,1355,0,6,1,10969
7267,7357,629257,0,6,1,10969
7282,7372,1355,0,6,1,10969
7297,7387,629257,0,6,1,10969
7312,7402,1355,0,6,1,10969
7327,7417,629257,0,6,1,10969
7342,7432,1355,0,6,1,10969
7357,7447,629257,0,6,1,10969
7372,7462,1355,0,6,1,10969
7387,7477,629257,0,6,1,10969
7402,7492,1355,0,6,1,10969
7417,7507,629257,0,6,1,10969
7432,7522,1355,0,6,1,10969
7683,7773,696843,2,95,0,153631
7695,7785,40517,2,95,0,153631
7713,7803,696843,2,95,0,153631
7725,7815,40517,2,95,0,153631
7743,7833,696843,2,95,0,153631
7755,7845,40517,2,95,0,153631
7773,7863,696843,2,95,0,153631
7785,7875,40517,2,95,0,153631
7803,7893,696843,2,95,0,153631
7815,7905,40517,2,95,0,153631
7833,7923,696843,2,95,0,153631
7845,7935,40517,2,95,0,153631
7863,7953,696843,2,95,0,153631
7875,7965,40517,2,95,0,153631
7893,7983,696843,2,95,0,153631
7905,7995,40517,2,95,0,153631
7923,8013,696843,2,95,0,153631
7935,8025,40517,2,95,0,153631
7953,8043,696843,2,95,0,153631
7965,8055,40517,2,95,0,153631
7983,8073,696843,2,95,0,153631
7995,8085,40517,2,95,0,153631
8013,8103,696843,2,95,0,153631
8025,8115,40517,2,95,0,153631
8043,8133,696843,2,95,0,153631
8048,8138,57119,0,2,1,3466
8055,8145,40517,2,95,0,153631
8067,8157,729101,0,2,1,3466
8069,8159,72223,1,4,1,6985
8073,8163,696843,2,95,0,153631
8075,8165,509957,1,4,1,6985
8078,8168,57119,0,2,1,3466
8085,8175,40517,2,95,0,153631
8097,8187,729101,0,2,1,3466
8099,8189,72223,1,4,1,6985
8103,8193,696843,2,95,0,153631
8105,8195,509957,1,4,1,6985
8108,8198,57119,0,2,1,3466
8115,8205,40517,2,95,0,153631
8127,8217,729101,0,2,1,3466
8129,8219,72223,1,4,1,6985
8133,8223,696843,2,95,0,153631
8135,8225,509957,1,4,1,6985
8145,8235,40517,2,95,0,153631
8138,8228,57119,0,2,1,3466
8163,8253,696843,2,95,0,153631
8157,8247,729101,0,2,1,3466
8159,8249,72223,1,4,1,6985
8168,8258,57119,0,2,1,3466
8165,8255,509957,1,4,1,6985
8175,8265,40517,2,95,0,153631
8187,8277,729101,0,2,1,3466
8189,8279,72223,1,4,1,6985
8198,8288,57119,0,2,1,3466
8193,8283,696843,2,95,0,153631
8195,8285,509957,1,4,1,6985
8205,8295,40517,2,95,0,153631
8217,8307,729101,0,2,1,3466
8219,8309,72223,1,4,1,6985
8223,8313,696843,2,95,0,153631
8225,8315,509957,1,4,1,6985
8228,8318,57119,0,2,1,3466
8235,8325,40517,2,95,0,153631
8247,8337,729101,0,2,1,3466
8253,8343,696843,2,95,0,153631
8255,8345,509957,1,4,1,6985
8249,8339,72223,1,4,1,6985
8258,8348,57119,0,2,1,3466
8265,8355,40517,2,95,0,153631
8277,8367,729101,0,2,1,3466
8279,8369,72223,1,4,1,6985
8283,8373,696843,2,95,0,153631
8285,8375,509957,1,4,1,6985
8288,8378,57119,0,2,1,3466
8295,8385,40517,2,95,0,153631
8307,8397,729101,0,2,1,3466
8309,8399,72223,1,4,1,6985
8315,8405,509957,1,4,1,6985
8318,8408,57119,0,2,1,3466
8337,8427,729101,0,2,1,3466
8339,8429,72223,1,4,1,6985
8345,8435,509957,1,4,1,6985
8348,8438,57119,0,2,1,3466
8367,8457,729101,0,2,1,3466
8369,8459,72223,1,4,1,6985
8375,8465,509957,1,4,1,6985
8799,8889,858893,1,98,0,158400
8798,8888,106432,1,98,0,158400
8804,8894,116922,2,1,1,2735
8805,8895,753672,2,1,1,2735
8829,8919,858893,1,98,0,158400
8834,8924,116922,2,1,1,2735
8828,8918,106432,1,98,0,158400
8835,8925,753672,2,1,1,2735
8859,8949,858893,1,98,0,158400
8858,8948,106432,1,98,0,158400
8864,8954,116922,2,1,1,2735
8865,8955,753672,2,1,1,2735
8889,8979,858893,1,98,0,158400
8888,8978,106432,1,98,0,158400
8894,8984,116922,2,1,1,2735
8895,8985,753672,2,1,1,2735
8918,9008,106432,1,98,0,158400
8919,9009,858893,1,98,0,158400
8924,9014,116922,2,1,1,2735
8925,9015,753672,2,1,1,2735
8949,9039,858893,1,98,0,158400
8948,9038,106432,1,98,0,158400
8954,9044,116922,2,1,1,2735
8955,9045,753672,2,1,1,2735
8979,9069,858893,1,98,0,158400
8978,9068,106432,1,98,0,158400
8984,9074,116922,2,1,1,2735
8985,9075,753672,2,1,1,2735
9009,9099,858893,1,98,0,158400
9008,9098,106432,1,98,0,158400
9014,9104,116922,2,1,1,2735
9015,9105,753672,2,1,1,2735
9039,9129,858893,1,98,0,158400
9044,9134,116922,2,1,1,2735
9038,9128,106432,1,98,0,158400
9045,9135,753672,2,1,1,2735
9069,9159,858893,1,98,0,158400
9074,9164,116922,2,1,1,2735
9075,9165,753672,2,1,1,2735
9068,9158,106432,1,98,0,158400
9099,9189,858893,1,98,0,158400
9098,9188,106432,1,98,0,158400
9104,9194,116922,2,1,1,2735
9105,9195,753672,2,1,1,2735
9128,9218,106432,1,98,0,158400
9129,9219,858893,1,98,0,158400
9134,9224,116922,2,1,1,2735
9135,9225,753672,2,1,1,2735
9143,9233,760841,0,95,0,153338
9145,9235,154952,0,95,0,153338
9159,9249,858893,1,98,0,158400
9164,9254,116922,2,1,1,2735
9158,9248,106432,1,98,0,158400
9165,9255,753672,2,1,1,2735
9173,9263,760841,0,95,0,153338
9175,9265,154952,0,95,0,153338
9188,9278,106432,1,98,0,158400
9189,9279,858893,1,98,0,158400
9194,9284,116922,2,1,1,2735
9195,9285,753672,2,1,1,2735
9203,9293,760841,0,95,0,153338
9205,9295,154952,0,95,0,153338
9219,9309,858893,1,98,0,158400
9224,9314,116922,2,1,1,2735
9225,9315,753672,2,1,1,2735
9218,9308,106432,1,98,0,158400
9233,9323,760841,0,95,0,153338
9235,9325,154952,0,95,0,153338
9254,9344,116922,2,1,1,2735
9255,9345,753672,2,1,1,2735
9263,9353,760841,0,95,0,153338
9265,9355,154952,0,95,0,153338
9284,9374,116922,2,1,1,2735
9285,9375,753672,2,1,1,2735
9293,9383,760841,0,95,0,153338
9295,9385,154952,0,95,0,153338
9314,9404,116922,2,1,1,2735
9315,9405,753672,2,1,1,2735
9323,9413,760841,0,95,0,153338
